subsystem,versions,an_type,cm_type,proportion
packages_apps_Browser,A5.0.0_A5.1.0_CM12.0,refactored,deleted,0.0
packages_apps_Browser,A5.0.0_A5.1.0_CM12.0,argument,refactored,0.0
packages_apps_Browser,A5.0.0_A5.1.0_CM12.0,argument,argument,0.0
packages_apps_Browser,A5.0.0_A5.1.0_CM12.0,argument,body,0.0
packages_apps_Browser,A5.0.0_A5.1.0_CM12.0,argument,deleted,0.0
packages_apps_Browser,A5.0.0_A5.1.0_CM12.0,body,refactored,0.0
packages_apps_Browser,A5.0.0_A5.1.0_CM12.0,body,argument,0.0
packages_apps_Browser,A5.0.0_A5.1.0_CM12.0,body,body,0.0
packages_apps_Browser,A5.0.0_A5.1.0_CM12.0,body,deleted,0.0
packages_apps_Browser,A5.0.0_A5.1.0_CM12.0,deleted,refactored,0.0
packages_apps_Browser,A5.0.0_A5.1.0_CM12.0,deleted,argument,0.0
packages_apps_Browser,A5.0.0_A5.1.0_CM12.0,deleted,body,0.0
packages_apps_Browser,A5.0.0_A5.1.0_CM12.0,deleted,deleted,0.0
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,identical,refactored,0.038461538461538464
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,identical,argument,0.019230769230769232
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,identical,body,0.8076923076923077
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,identical,deleted,0.038461538461538464
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,refactored,refactored,0.0
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,refactored,argument,0.0
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,refactored,body,0.0
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,refactored,deleted,0.0
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,argument,refactored,0.0
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,argument,argument,0.019230769230769232
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,argument,body,0.0
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,argument,deleted,0.0
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,body,refactored,0.0
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,body,argument,0.0
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,body,body,0.038461538461538464
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,body,deleted,0.0
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,deleted,refactored,0.0
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,deleted,argument,0.019230769230769232
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,deleted,body,0.0
packages_apps_Browser,A5.1.0_A6.0.0_CM12.1,deleted,deleted,0.019230769230769232
packages_apps_Calculator,A4.2_A4.3_CM10.1,identical,refactored,0.00980392156862745
packages_apps_Calculator,A4.2_A4.3_CM10.1,identical,argument,0.0196078431372549
packages_apps_Calculator,A4.2_A4.3_CM10.1,identical,body,0.28431372549019607
packages_apps_Calculator,A4.2_A4.3_CM10.1,identical,deleted,0.6764705882352942
packages_apps_Calculator,A4.2_A4.3_CM10.1,refactored,refactored,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,refactored,argument,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,refactored,body,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,refactored,deleted,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,argument,refactored,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,argument,argument,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,argument,body,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,argument,deleted,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,body,refactored,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,body,argument,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,body,body,0.00980392156862745
packages_apps_Calculator,A4.2_A4.3_CM10.1,body,deleted,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,deleted,refactored,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,deleted,argument,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,deleted,body,0.0
packages_apps_Calculator,A4.2_A4.3_CM10.1,deleted,deleted,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,identical,refactored,0.018867924528301886
packages_apps_Calculator,A4.3_A4.4_CM10.2,identical,argument,0.018867924528301886
packages_apps_Calculator,A4.3_A4.4_CM10.2,identical,body,0.3018867924528302
packages_apps_Calculator,A4.3_A4.4_CM10.2,identical,deleted,0.6509433962264151
packages_apps_Calculator,A4.3_A4.4_CM10.2,refactored,refactored,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,refactored,argument,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,refactored,body,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,refactored,deleted,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,argument,refactored,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,argument,argument,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,argument,body,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,argument,deleted,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,body,refactored,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,body,argument,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,body,body,0.009433962264150943
packages_apps_Calculator,A4.3_A4.4_CM10.2,body,deleted,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,deleted,refactored,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,deleted,argument,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,deleted,body,0.0
packages_apps_Calculator,A4.3_A4.4_CM10.2,deleted,deleted,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,identical,refactored,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,identical,argument,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,identical,body,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,identical,deleted,0.00909090909090909
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,refactored,refactored,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,refactored,argument,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,refactored,body,0.01818181818181818
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,refactored,deleted,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,argument,refactored,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,argument,argument,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,argument,body,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,argument,deleted,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,body,refactored,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,body,argument,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,body,body,0.0
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,body,deleted,0.00909090909090909
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,deleted,refactored,0.02727272727272727
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,deleted,argument,0.02727272727272727
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,deleted,body,0.2818181818181818
packages_apps_Calculator,A4.4_A5.0.0_CM11.0,deleted,deleted,0.6272727272727273
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,identical,refactored,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,identical,argument,0.03225806451612903
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,identical,body,0.3870967741935484
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,identical,deleted,0.45161290322580644
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,refactored,refactored,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,refactored,argument,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,refactored,body,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,refactored,deleted,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,argument,refactored,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,argument,argument,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,argument,body,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,argument,deleted,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,body,refactored,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,body,argument,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,body,body,0.12903225806451613
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,body,deleted,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,deleted,refactored,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,deleted,argument,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,deleted,body,0.0
packages_apps_Calculator,A5.0.0_A5.1.0_CM12.0,deleted,deleted,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,identical,refactored,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,identical,argument,0.030303030303030304
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,identical,body,0.5151515151515151
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,identical,deleted,0.42424242424242425
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,refactored,refactored,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,refactored,argument,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,refactored,body,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,refactored,deleted,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,argument,refactored,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,argument,argument,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,argument,body,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,argument,deleted,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,body,refactored,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,body,argument,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,body,body,0.030303030303030304
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,body,deleted,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,deleted,refactored,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,deleted,argument,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,deleted,body,0.0
packages_apps_Calculator,A5.1.0_A6.0.0_CM12.1,deleted,deleted,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,identical,refactored,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,identical,argument,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,identical,body,0.375
packages_apps_Calendar,A4.2_A4.3_CM10.1,identical,deleted,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,refactored,refactored,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,refactored,argument,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,refactored,body,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,refactored,deleted,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,argument,refactored,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,argument,argument,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,argument,body,0.125
packages_apps_Calendar,A4.2_A4.3_CM10.1,argument,deleted,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,body,refactored,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,body,argument,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,body,body,0.5
packages_apps_Calendar,A4.2_A4.3_CM10.1,body,deleted,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,deleted,refactored,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,deleted,argument,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,deleted,body,0.0
packages_apps_Calendar,A4.2_A4.3_CM10.1,deleted,deleted,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,identical,refactored,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,identical,argument,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,identical,body,1.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,identical,deleted,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,refactored,refactored,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,refactored,argument,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,refactored,body,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,refactored,deleted,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,argument,refactored,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,argument,argument,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,argument,body,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,argument,deleted,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,body,refactored,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,body,argument,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,body,body,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,body,deleted,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,deleted,refactored,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,deleted,argument,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,deleted,body,0.0
packages_apps_Calendar,A4.3_A4.4_CM10.2,deleted,deleted,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,identical,refactored,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,identical,argument,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,identical,body,0.96
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,identical,deleted,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,refactored,refactored,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,refactored,argument,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,refactored,body,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,refactored,deleted,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,argument,refactored,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,argument,argument,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,argument,body,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,argument,deleted,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,body,refactored,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,body,argument,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,body,body,0.04
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,body,deleted,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,deleted,refactored,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,deleted,argument,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,deleted,body,0.0
packages_apps_Calendar,A4.4_A5.0.0_CM11.0,deleted,deleted,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,identical,refactored,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,identical,argument,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,identical,body,0.9795918367346939
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,identical,deleted,0.02040816326530612
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,refactored,refactored,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,refactored,argument,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,refactored,body,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,refactored,deleted,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,argument,refactored,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,argument,argument,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,argument,body,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,argument,deleted,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,body,refactored,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,body,argument,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,body,body,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,body,deleted,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,deleted,refactored,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,deleted,argument,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,deleted,body,0.0
packages_apps_Calendar,A5.0.0_A5.1.0_CM12.0,deleted,deleted,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,identical,refactored,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,identical,argument,0.018867924528301886
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,identical,body,0.9622641509433962
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,identical,deleted,0.018867924528301886
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,refactored,refactored,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,refactored,argument,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,refactored,body,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,refactored,deleted,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,argument,refactored,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,argument,argument,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,argument,body,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,argument,deleted,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,body,refactored,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,body,argument,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,body,body,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,body,deleted,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,deleted,refactored,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,deleted,argument,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,deleted,body,0.0
packages_apps_Calendar,A5.1.0_A6.0.0_CM12.1,deleted,deleted,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,identical,refactored,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,identical,argument,0.018518518518518517
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,identical,body,0.9629629629629629
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,identical,deleted,0.018518518518518517
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,refactored,refactored,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,refactored,argument,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,refactored,body,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,refactored,deleted,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,argument,refactored,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,argument,argument,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,argument,body,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,argument,deleted,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,body,refactored,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,body,argument,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,body,body,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,body,deleted,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,deleted,refactored,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,deleted,argument,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,deleted,body,0.0
packages_apps_Calendar,A6.0.0_A7.0.0_CM13.0,deleted,deleted,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,identical,refactored,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,identical,argument,0.015873015873015872
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,identical,body,0.9682539682539683
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,identical,deleted,0.015873015873015872
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,refactored,refactored,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,refactored,argument,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,refactored,body,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,refactored,deleted,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,argument,refactored,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,argument,argument,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,argument,body,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,argument,deleted,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,body,refactored,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,body,argument,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,body,body,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,body,deleted,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,deleted,refactored,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,deleted,argument,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,deleted,body,0.0
packages_apps_Calendar,A7.0.0_A7.1.0_CM14.0,deleted,deleted,0.0
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,identical,refactored,0.0
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,identical,argument,0.007352941176470588
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,identical,body,0.07352941176470588
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,identical,deleted,0.003676470588235294
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,refactored,refactored,0.0
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,refactored,argument,0.003676470588235294
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,refactored,body,0.029411764705882353
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,refactored,deleted,0.003676470588235294
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,argument,refactored,0.003676470588235294
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,argument,argument,0.0
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,argument,body,0.01838235294117647
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,argument,deleted,0.0
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,body,refactored,0.0
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,body,argument,0.003676470588235294
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,body,body,0.27205882352941174
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,body,deleted,0.003676470588235294
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,deleted,refactored,0.022058823529411766
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,deleted,argument,0.029411764705882353
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,deleted,body,0.5036764705882353
packages_apps_Camera2,A4.4_A5.0.0_CM11.0,deleted,deleted,0.022058823529411766
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,identical,refactored,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,identical,argument,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,identical,body,0.44
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,identical,deleted,0.32
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,refactored,refactored,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,refactored,argument,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,refactored,body,0.08
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,refactored,deleted,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,argument,refactored,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,argument,argument,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,argument,body,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,argument,deleted,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,body,refactored,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,body,argument,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,body,body,0.16
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,body,deleted,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,deleted,refactored,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,deleted,argument,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,deleted,body,0.0
packages_apps_Camera2,A5.0.0_A5.1.0_CM12.0,deleted,deleted,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,identical,refactored,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,identical,argument,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,identical,body,0.2857142857142857
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,identical,deleted,0.19047619047619047
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,refactored,refactored,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,refactored,argument,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,refactored,body,0.09523809523809523
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,refactored,deleted,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,argument,refactored,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,argument,argument,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,argument,body,0.047619047619047616
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,argument,deleted,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,body,refactored,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,body,argument,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,body,body,0.2619047619047619
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,body,deleted,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,deleted,refactored,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,deleted,argument,0.0
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,deleted,body,0.11904761904761904
packages_apps_Camera2,A5.1.0_A6.0.0_CM12.1,deleted,deleted,0.0
packages_apps_Camera2,A6.0.0_A7.0.0_CM13.0,identical,refactored,0.0
packages_apps_Camera2,A6.0.0_A7.0.0_CM13.0,identical,argument,0.0
packages_apps_Camera2,A6.0.0_A7.0.0_CM13.0,identical,body,0.71875
packages_apps_Camera2,A6.0.0_A7.0.0_CM13.0,identical,deleted,0.25
packages_apps_Camera2,A6.0.0_A7.0.0_CM13.0,refactored,refactored,0.0
packages_apps_Camera2,A6.0.0_A7.0.0_CM13.0,refactored,argument,0.0
packages_apps_Camera2,A6.0.0_A7.0.0_CM13.0,refactored,body,0.0
