subsystem,versions,an_type,cm_type,proportion
packages_providers_CalendarProvider,A4.2_A4.3_CM10.1,deleted,refactored,0.0
packages_providers_CalendarProvider,A4.2_A4.3_CM10.1,deleted,argument,0.0
packages_providers_CalendarProvider,A4.2_A4.3_CM10.1,deleted,body,0.0
packages_providers_CalendarProvider,A4.2_A4.3_CM10.1,deleted,deleted,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,identical,refactored,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,identical,argument,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,identical,body,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,identical,deleted,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,refactored,refactored,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,refactored,argument,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,refactored,body,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,refactored,deleted,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,argument,refactored,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,argument,argument,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,argument,body,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,argument,deleted,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,body,refactored,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,body,argument,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,body,body,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,body,deleted,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,deleted,refactored,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,deleted,argument,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,deleted,body,0.0
packages_providers_CallLogProvider,A6.0.0_A7.0.0_CM13.0,deleted,deleted,1.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,identical,refactored,0.13636363636363635
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,identical,argument,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,identical,body,0.45454545454545453
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,identical,deleted,0.18181818181818182
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,refactored,refactored,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,refactored,argument,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,refactored,body,0.09090909090909091
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,refactored,deleted,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,argument,refactored,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,argument,argument,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,argument,body,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,argument,deleted,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,body,refactored,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,body,argument,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,body,body,0.13636363636363635
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,body,deleted,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,deleted,refactored,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,deleted,argument,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,deleted,body,0.0
packages_providers_ContactsProvider,A4.2_A4.3_CM10.1,deleted,deleted,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,identical,refactored,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,identical,argument,0.3333333333333333
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,identical,body,0.6666666666666666
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,identical,deleted,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,refactored,refactored,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,refactored,argument,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,refactored,body,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,refactored,deleted,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,argument,refactored,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,argument,argument,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,argument,body,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,argument,deleted,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,body,refactored,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,body,argument,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,body,body,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,body,deleted,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,deleted,refactored,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,deleted,argument,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,deleted,body,0.0
packages_providers_ContactsProvider,A4.3_A4.4_CM10.2,deleted,deleted,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,identical,refactored,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,identical,argument,0.03571428571428571
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,identical,body,0.42857142857142855
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,identical,deleted,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,refactored,refactored,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,refactored,argument,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,refactored,body,0.07142857142857142
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,refactored,deleted,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,argument,refactored,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,argument,argument,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,argument,body,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,argument,deleted,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,body,refactored,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,body,argument,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,body,body,0.4642857142857143
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,body,deleted,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,deleted,refactored,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,deleted,argument,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,deleted,body,0.0
packages_providers_ContactsProvider,A4.4_A5.0.0_CM11.0,deleted,deleted,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,identical,refactored,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,identical,argument,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,identical,body,0.9090909090909091
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,identical,deleted,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,refactored,refactored,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,refactored,argument,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,refactored,body,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,refactored,deleted,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,argument,refactored,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,argument,argument,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,argument,body,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,argument,deleted,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,body,refactored,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,body,argument,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,body,body,0.09090909090909091
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,body,deleted,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,deleted,refactored,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,deleted,argument,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,deleted,body,0.0
packages_providers_ContactsProvider,A5.0.0_A5.1.0_CM12.0,deleted,deleted,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,identical,refactored,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,identical,argument,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,identical,body,0.6153846153846154
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,identical,deleted,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,refactored,refactored,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,refactored,argument,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,refactored,body,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,refactored,deleted,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,argument,refactored,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,argument,argument,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,argument,body,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,argument,deleted,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,body,refactored,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,body,argument,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,body,body,0.38461538461538464
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,body,deleted,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,deleted,refactored,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,deleted,argument,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,deleted,body,0.0
packages_providers_ContactsProvider,A5.1.0_A6.0.0_CM12.1,deleted,deleted,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,identical,refactored,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,identical,argument,0.05
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,identical,body,0.3
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,identical,deleted,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,refactored,refactored,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,refactored,argument,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,refactored,body,0.05
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,refactored,deleted,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,argument,refactored,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,argument,argument,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,argument,body,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,argument,deleted,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,body,refactored,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,body,argument,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,body,body,0.55
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,body,deleted,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,deleted,refactored,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,deleted,argument,0.0
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,deleted,body,0.05
packages_providers_ContactsProvider,A6.0.0_A7.0.0_CM13.0,deleted,deleted,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,identical,refactored,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,identical,argument,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,identical,body,0.5263157894736842
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,identical,deleted,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,refactored,refactored,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,refactored,argument,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,refactored,body,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,refactored,deleted,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,argument,refactored,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,argument,argument,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,argument,body,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,argument,deleted,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,body,refactored,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,body,argument,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,body,body,0.42105263157894735
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,body,deleted,0.05263157894736842
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,deleted,refactored,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,deleted,argument,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,deleted,body,0.0
packages_providers_ContactsProvider,A7.0.0_A7.1.0_CM14.0,deleted,deleted,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,identical,refactored,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,identical,argument,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,identical,body,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,identical,deleted,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,refactored,refactored,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,refactored,argument,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,refactored,body,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,refactored,deleted,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,argument,refactored,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,argument,argument,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,argument,body,0.045454545454545456
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,argument,deleted,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,body,refactored,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,body,argument,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,body,body,0.18181818181818182
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,body,deleted,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,deleted,refactored,0.13636363636363635
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,deleted,argument,0.0
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,deleted,body,0.18181818181818182
packages_providers_DownloadProvider,A4.2_A4.3_CM10.1,deleted,deleted,0.45454545454545453
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,identical,refactored,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,identical,argument,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,identical,body,0.75
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,identical,deleted,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,refactored,refactored,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,refactored,argument,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,refactored,body,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,refactored,deleted,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,argument,refactored,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,argument,argument,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,argument,body,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,argument,deleted,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,body,refactored,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,body,argument,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,body,body,0.25
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,body,deleted,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,deleted,refactored,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,deleted,argument,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,deleted,body,0.0
packages_providers_DownloadProvider,A4.3_A4.4_CM10.2,deleted,deleted,0.0
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,identical,refactored,0.0
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,identical,argument,0.0
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,identical,body,0.3684210526315789
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,identical,deleted,0.0
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,refactored,refactored,0.0
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,refactored,argument,0.0
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,refactored,body,0.05263157894736842
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,refactored,deleted,0.0
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,argument,refactored,0.0
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,argument,argument,0.05263157894736842
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,argument,body,0.10526315789473684
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,argument,deleted,0.0
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,body,refactored,0.0
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,body,argument,0.0
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,body,body,0.15789473684210525
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,body,deleted,0.0
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,deleted,refactored,0.0
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,deleted,argument,0.05263157894736842
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,deleted,body,0.21052631578947367
packages_providers_DownloadProvider,A4.4_A5.0.0_CM11.0,deleted,deleted,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,identical,refactored,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,identical,argument,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,identical,body,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,identical,deleted,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,refactored,refactored,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,refactored,argument,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,refactored,body,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,refactored,deleted,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,argument,refactored,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,argument,argument,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,argument,body,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,argument,deleted,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,body,refactored,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,body,argument,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,body,body,1.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,body,deleted,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,deleted,refactored,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,deleted,argument,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,deleted,body,0.0
packages_providers_DownloadProvider,A5.0.0_A5.1.0_CM12.0,deleted,deleted,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,identical,refactored,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,identical,argument,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,identical,body,0.42857142857142855
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,identical,deleted,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,refactored,refactored,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,refactored,argument,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,refactored,body,0.14285714285714285
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,refactored,deleted,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,argument,refactored,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,argument,argument,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,argument,body,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,argument,deleted,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,body,refactored,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,body,argument,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,body,body,0.42857142857142855
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,body,deleted,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,deleted,refactored,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,deleted,argument,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,deleted,body,0.0
packages_providers_DownloadProvider,A5.1.0_A6.0.0_CM12.1,deleted,deleted,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,identical,refactored,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,identical,argument,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,identical,body,0.14285714285714285
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,identical,deleted,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,refactored,refactored,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,refactored,argument,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,refactored,body,0.07142857142857142
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,refactored,deleted,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,argument,refactored,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,argument,argument,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,argument,body,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,argument,deleted,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,body,refactored,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,body,argument,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,body,body,0.5714285714285714
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,body,deleted,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,deleted,refactored,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,deleted,argument,0.0
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,deleted,body,0.21428571428571427
packages_providers_DownloadProvider,A6.0.0_A7.0.0_CM13.0,deleted,deleted,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,identical,refactored,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,identical,argument,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,identical,body,0.2
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,identical,deleted,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,refactored,refactored,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,refactored,argument,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,refactored,body,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,refactored,deleted,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,argument,refactored,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,argument,argument,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,argument,body,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,argument,deleted,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,body,refactored,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,body,argument,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,body,body,0.8
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,body,deleted,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,deleted,refactored,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,deleted,argument,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,deleted,body,0.0
packages_providers_DownloadProvider,A7.0.0_A7.1.0_CM14.0,deleted,deleted,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,identical,refactored,0.25
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,identical,argument,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,identical,body,0.75
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,identical,deleted,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,refactored,refactored,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,refactored,argument,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,refactored,body,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,refactored,deleted,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,argument,refactored,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,argument,argument,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,argument,body,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,argument,deleted,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,body,refactored,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,body,argument,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,body,body,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,body,deleted,0.0
packages_providers_MediaProvider,A4.2_A4.3_CM10.1,deleted,refactored,0.0
