versions,an_type,mo_type,proportion,count,color
CS7,argument_remove,argument_type_change,0.0,0,#EA0D30
CS7,argument_remove,body,0.0,0,#EA0D30
CS7,argument_remove,deleted,0.0,0,#EA0D30
CS7,argument_type_change,refactored_move,0.0,0,#48D373
CS7,argument_type_change,refactored_rename,0.0,0,#48D373
CS7,argument_type_change,refactored_inline,0.0,0,#48D373
CS7,argument_type_change,refactored_extract,0.0,0,#EA0D30
CS7,argument_type_change,argument_rename,0.0,0,#48D373
CS7,argument_type_change,argument_reorder,0.0,0,#48D373
CS7,argument_type_change,argument_add,0.0,0,#EA0D30
CS7,argument_type_change,argument_remove,0.0,0,#EA0D30
CS7,argument_type_change,argument_type_change,0.0,0,#FCC168
CS7,argument_type_change,body,0.0,0,#EA0D30
CS7,argument_type_change,deleted,0.0,0,#EA0D30
CS7,body,refactored_move,0.0,0,#48D373
CS7,body,refactored_rename,0.0,0,#48D373
CS7,body,refactored_inline,0.0,0,#EA0D30
CS7,body,refactored_extract,0.0,0,#EA0D30
CS7,body,argument_rename,0.0,0,#48D373
CS7,body,argument_reorder,0.0,0,#48D373
CS7,body,argument_add,0.0,0,#EA0D30
CS7,body,argument_remove,0.0,0,#EA0D30
CS7,body,argument_type_change,0.0,0,#EA0D30
CS7,body,body,0.3125,5,#FCC168
CS7,body,deleted,0.0,0,#EA0D30
CS7,deleted,refactored_move,0.0,0,#EA0D30
CS7,deleted,refactored_rename,0.0,0,#EA0D30
CS7,deleted,refactored_inline,0.0,0,#EA0D30
CS7,deleted,refactored_extract,0.0,0,#EA0D30
CS7,deleted,argument_rename,0.0,0,#EA0D30
CS7,deleted,argument_reorder,0.0,0,#EA0D30
CS7,deleted,argument_add,0.0,0,#EA0D30
CS7,deleted,argument_remove,0.0,0,#EA0D30
CS7,deleted,argument_type_change,0.0,0,#EA0D30
CS7,deleted,body,0.125,2,#EA0D30
CS7,deleted,deleted,0.0,0,#EA0D30
